date,station_id,site,station,year,month,day,Tmin_bom,Tmax_bom,tmp_bom,tmp_nasa,tmp_era5
28-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,28,7.5,16.5,12,11.08,8.448292033
27-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,27,8,19,13.5,12.26,10.0941349
26-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,26,7.5,18,12.75,10.06,11.13504372
23-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,23,10,17,13.5,12.69,10.89662768
20-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,20,-3,17.5,7.25,9.31,10.66271871
19-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,19,5,13,9,8.18,5.124878184
13-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,13,2,12,7,7.24,5.424088415
12-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,12,-1,12,5.5,7,6.396029409
08-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,8,7,15,11,11.11,10.18672714
07-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,7,3.5,14.5,9,9.34,8.914623515
06-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,6,-1,13,6,7.65,6.435800807
05-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,5,3.5,13,8.25,7.21,5.960975901
01-09-2022,70080,Wombeyan,Taralga (Community Garden),2022,9,1,6.5,16.5,11.5,11.62,9.774655279
31-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,31,6,16,11,10.15,9.641872025
30-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,30,5.5,14,9.75,10.68,8.696996307
29-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,29,3,13.5,8.25,11.11,11.04140561
25-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,25,3,12.5,7.75,7.51,5.864385859
24-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,24,0,10.5,5.25,4.79,4.966409302
23-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,23,5,11.5,8.25,6.83,2.309334691
22-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,22,3.5,13,8.25,7.66,8.176595942
19-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,19,7,12,9.5,7.9,5.377142207
18-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,18,4,14,9,8.84,9.44735171
17-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,17,0,14,7,7.18,7.17324791
14-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,14,4,9,6.5,6.33,4.717840449
13-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,13,5.5,11.5,8.5,7.5,5.679473495
12-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,12,6,13,9.5,8.21,6.942403412
11-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,11,1.5,13.5,7.5,8.12,8.14711469
10-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,10,-2.5,12,4.75,5.88,6.237196223
09-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,9,-2,10,4,4.44,4.732680893
08-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,8,1,11,6,5.92,3.29495074
05-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,5,9,15,12,10.95,7.980090078
04-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,4,11,14,12.5,13.43,11.07965304
03-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,3,1,17.5,9.25,10.41,13.43541934
02-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,2,-2.5,14,5.75,6.36,7.587147649
01-08-2022,70080,Wombeyan,Taralga (Community Garden),2022,8,1,-3.5,10,3.25,7.05,4.957495626
29-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,29,1,10.5,5.75,5.75,3.279884593
28-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,28,2.5,10,6.25,7.45,5.613291677
27-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,27,1.5,10.5,6,5.36,5.661365763
26-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,26,2.5,9,5.75,7.11,4.075014369
25-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,25,1,16,8.5,9.19,8.683257039
24-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,24,0,15,7.5,8.58,6.816801325
23-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,23,2,14,8,8.28,7.434248225
22-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,22,5.5,14,9.75,8.4,7.550981776
21-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,21,4,11,7.5,7.99,6.76728274
20-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,20,2.5,8.5,5.5,5.79,5.668263372
19-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,19,-1.5,8,3.25,3.5,4.478714879
18-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,18,1,6.5,3.75,5.12,1.855125682
15-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,15,-5.5,11,2.75,4.31,2.183027522
14-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,14,0.5,10,5.25,4.68,2.405669785
13-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,13,0.5,8.5,4.5,5.23,2.913740412
12-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,12,-2.5,11.5,4.5,5.83,4.309470113
11-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,11,4.5,11,7.75,6.15,4.975418345
10-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,10,2.5,8,5.25,6.77,5.794616954
09-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,9,2,10,6,5.88,4.642426427
08-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,8,1.5,5,3.25,4.04,3.72158076
07-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,7,7,12.5,9.75,7.88,5.516878382
06-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,6,5,9.5,7.25,8.73,8.03461291
05-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,5,5,7.5,6.25,7.86,6.576949692
04-07-2022,70080,Wombeyan,Taralga (Community Garden),2022,7,4,6.5,8.5,7.5,9.31,6.295133209
30-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,30,5,11,8,7.5,5.774263
29-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,29,-2,10.5,4.25,6.12,6.508025106
28-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,28,-6,10.5,2.25,3.73,3.985639191
17-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,17,4.5,12,8.25,7.8,5.248285548
16-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,16,2.5,11.5,7,6.87,6.929562505
15-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,15,1,11,6,5.67,6.337459819
14-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,14,-2,12,5,4.85,4.307394918
13-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,13,2.5,11,6.75,5.58,3.343651072
09-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,9,2,6,4,4.77,4.151663081
08-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,8,1,6,3.5,3.45,3.007340368
07-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,7,2.5,7,4.75,4.33,2.324166234
06-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,6,0.5,6.5,3.5,5.15,3.371239599
02-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,2,-1,10.5,4.75,5.53,3.848683294
01-06-2022,70080,Wombeyan,Taralga (Community Garden),2022,6,1,0.5,4.5,2.5,3.33,3.046659088
31-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,31,3,7.5,5.25,5.08,2.174522654
30-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,30,2,10,6,6.3,5.168953196
26-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,26,5.5,17,11.25,11.12,9.217561976
25-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,25,5.5,14,9.75,9.88,8.645560201
24-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,24,7.5,14.5,11,9.89,8.527662532
23-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,23,6.5,13.5,10,9.37,8.58806572
22-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,22,7.5,13,10.25,10.05,8.492097473
21-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,21,7,12,9.5,9.65,9.042177455
20-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,20,0.5,10,5.25,6.71,8.502610143
19-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,19,-2,13,5.5,6.37,6.288496272
18-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,18,4.5,11,7.75,7.21,6.462480799
17-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,17,5,12.5,8.75,9.01,7.821580505
16-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,16,10,16,13,12.44,10.6281531
15-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,15,14.5,16.5,15.5,14.92,12.16025378
12-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,12,11,14,12.5,13.6,13.34679756
11-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,11,9.5,13,11.25,11.74,11.73554509
10-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,10,9,16,12.5,11.73,10.68650907
09-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,9,-1,11.5,5.25,8.29,9.809060669
06-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,6,-1,12,5.5,5.98,5.86447169
05-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,5,9,16.5,12.75,11.91,7.970498021
04-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,4,2.5,18,10.25,13.06,12.51831779
03-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,3,3.5,20,11.75,12.95,11.25514247
02-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,2,1,20,10.5,12,11.47656975
01-05-2022,70080,Wombeyan,Taralga (Community Garden),2022,5,1,0,16.5,8.25,10.21,9.292286174
30-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,30,11.5,15,13.25,13.26,9.54531695
29-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,29,9.5,21.5,15.5,16.53,16.10066121
28-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,28,9.5,17,13.25,14.34,14.76487821
27-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,27,10,13.5,11.75,13.48,12.01160838
26-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,26,9,14,11.5,12.39,12.54590251
25-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,25,10,14,12,12.89,11.52809423
24-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,24,7.5,17,12.25,12.02,11.30508512
23-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,23,8.5,17,12.75,11.75,10.4699983
22-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,22,7.5,15,11.25,11.09,10.62488836
21-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,21,5.2,17.2,11.2,11.15,11.35867462
20-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,20,8.5,16,12.25,12.05,10.64848544
19-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,19,8,21,14.5,15.61,13.66902568
18-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,18,5.5,23,14.25,14.46,14.87111435
17-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,17,5,22,13.5,13.82,12.94201622
16-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,16,4.5,20,12.25,14.28,12.60241661
15-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,15,5,21,13,14.1,13.79059499
14-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,14,9.5,18,13.75,12.6,11.99622688
13-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,13,9.5,15,12.25,12.19,11.61047389
12-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,12,10,15.5,12.75,13.23,11.23162486
11-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,11,9,23,16,16.3,14.36211421
08-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,8,10.5,17,13.75,14.11,13.16960932
07-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,7,10.5,13,11.75,14.05,11.50226873
06-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,6,13,15.5,14.25,14.23,12.7686732
05-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,5,4,23.5,13.75,14.37,15.07283618
04-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,4,5.5,19.5,12.5,12.68,12.48765971
03-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,3,8,18.5,13.25,12.51,12.36300112
02-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,2,8,14,11,10.84,10.56068192
01-04-2022,70080,Wombeyan,Taralga (Community Garden),2022,4,1,7,13,10,10.44,10.10842031
31-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,31,9.5,15,12.25,12.76,9.860222753
30-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,30,14.5,17.5,16,16.01,13.81632957
29-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,29,14,16,15,16.15,14.93086205
28-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,28,14,21,17.5,16.33,15.84228986
27-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,27,12,18.5,15.25,14.85,14.69129651
26-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,26,11.5,17.5,14.5,14.95,13.40196508
25-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,25,12,19,15.5,15.13,13.44922155
24-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,24,11.5,16.5,14,14.05,14.2227169
23-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,23,13,24.5,18.75,17.63,15.92809067
22-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,22,8,27,17.5,18.5,19.43828863
21-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,21,12.5,22,17.25,16.6,15.66794357
20-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,20,6,24.5,15.25,16.42,16.57258313
19-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,19,13.5,18,15.75,15.97,13.78128395
18-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,18,11,24,17.5,18.76,16.76598129
17-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,17,13,24.5,18.75,17.4,17.05775096
16-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,16,11,21,16,15.7,15.52823664
15-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,15,13,21.5,17.25,14.95,14.58119609
14-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,14,9,22,15.5,16.15,15.19733073
13-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,13,9.5,21,15.25,15.62,15.07585869
12-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,12,9,22.2,15.6,15.29,14.71660067
11-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,11,6,22,14,13.81,13.9255043
10-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,10,9,18,13.5,13.16,13.16170146
09-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,9,12,19,15.5,14.8,13.49649073
08-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,8,16,17.5,16.75,16.79,13.25793292
07-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,7,15,17.5,16.25,18.08,15.95770162
06-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,6,14,17.5,15.75,18.65,16.06192233
05-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,5,16,25.5,20.75,19.23,17.42044156
04-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,4,15,22.5,18.75,19.23,17.92148679
03-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,3,14,20.5,17.25,17.48,16.64136531
02-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,2,14,16,15,16.4,14.83610306
01-03-2022,70080,Wombeyan,Taralga (Community Garden),2022,3,1,15,20.5,17.75,17.66,15.16434949
28-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,28,16,21,18.5,18.23,16.66919416
27-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,27,14,24,19,18.3,16.10955963
26-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,26,15,19,17,17.48,15.291377
25-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,25,16,20,18,17.97,16.03999036
24-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,24,17,24,20.5,19.7,17.66415049
23-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,23,14,23,18.5,18.99,17.62840932
22-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,22,13.5,18,15.75,17.26,16.10017865
21-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,21,16,28,22,21.9,18.68687719
20-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,20,9,28.5,18.75,20.94,20.17162348
19-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,19,11.5,20,15.75,17.32,15.46547915
18-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,18,10,27,18.5,20.37,17.41443977
17-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,17,9.5,29,19.25,21.32,19.88223292
16-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,16,12.5,27,19.75,20.23,19.68695221
15-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,15,8.5,26.5,17.5,20.08,18.82096888
14-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,14,8.5,25,16.75,18.69,17.76428312
10-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,10,9,29.5,19.25,21.12,18.58517481
09-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,9,7,27,17,19.26,18.10348345
08-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,8,7.5,24,15.75,15.73,15.05228386
07-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,7,9,20,14.5,15.07,13.13956604
06-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,6,10,18.5,14.25,14.31,13.16324641
03-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,3,10,19.5,14.75,14.33,12.67121531
02-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,2,17.5,20.5,19,18.36,13.88205872
01-02-2022,70080,Wombeyan,Taralga (Community Garden),2022,2,1,13,28,20.5,22,20.84486542
31-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,31,15,29,22,21.26,20.27935626
30-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,30,16,25,20.5,20.25,19.22745603
29-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,29,16,25,20.5,21.56,19.93125496
28-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,28,16,25.5,20.75,21.96,20.21522357
27-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,27,13,24,18.5,19.38,17.83520406
26-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,26,15,23,19,19.83,17.46064847
25-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,25,15,24,19.5,19.69,18.79812202
24-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,24,13,23,18,17.85,17.72173462
23-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,23,9.5,22,15.75,17,15.98350805
22-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,22,14,20.5,17.25,16.62,15.74395142
21-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,21,11,19,15,16.15,15.06228536
20-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,20,12,16.5,14.25,14.8,13.93258692
19-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,19,12,17,14.5,15.15,13.47866211
18-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,18,16,20,18,17.88,14.75305201
17-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,17,15,28,21.5,22.08,21.07911326
16-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,16,11,29,20,21.36,21.16875801
15-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,15,16,27.2,21.6,21.97,19.89786873
14-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,14,15,26.5,20.75,20.33,19.35360616
13-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,13,14,21,17.5,18.78,17.38442256
12-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,12,15.5,20,17.75,18.58,15.97559509
11-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,11,18,24,21,20.83,19.041775
10-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,10,17,26.5,21.75,21.94,20.86673953
09-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,9,15,22,18.5,19.36,18.67722537
08-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,8,14,28,21,20.57,18.73755544
07-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,7,15.5,24,19.75,20.46,19.40625534
06-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,6,17,23,20,20.48,19.06586863
05-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,5,14,20.5,17.25,20.22,18.06918106
02-01-2022,70080,Wombeyan,Taralga (Community Garden),2022,1,2,12,32,22,23.08,20.68578173
30-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,30,9.5,30.4,19.95,19.48,19.8093207
29-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,29,7.8,29.4,18.6,18.44,19.01924286
28-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,28,6.4,30.7,18.55,20.41,18.87014097
27-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,27,8.2,26.8,17.5,17.31,18.88056717
26-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,26,3,23.8,13.4,14.29,15.50770467
25-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,25,3.2,22,12.6,12.47,13.26972733
24-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,24,10.8,24.5,17.65,15.66,14.99879227
23-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,23,9.7,30.2,19.95,19.37,20.06675746
22-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,22,7.9,28.9,18.4,17.57,17.87215322
19-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,19,15.2,20.4,17.8,16.23,15.11209704
18-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,18,9.9,27,18.45,20.05,18.06447754
17-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,17,10.9,25.5,18.2,18.37,18.97248103
16-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,16,11,17.5,14.25,14.87,13.5074707
15-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,15,11.8,21.4,16.6,16.53,15.89340299
14-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,14,14,27,20.5,16.45,17.69016418
13-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,13,8.4,25.7,17.05,15.71,18.15182775
12-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,12,7.4,26.3,16.85,16.23,15.92530022
11-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,11,8.3,29,18.65,18.14,18.63687731
10-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,10,7.2,26,16.6,15.48,16.32681808
09-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,9,10.8,22.8,16.8,13.4,13.22001546
08-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,8,8.5,27.5,18,16.87,16.35270208
07-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,7,5.8,28.4,17.1,17.84,18.72668546
06-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,6,6.7,25,15.85,15.28,16.62627373
05-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,5,13.5,24.3,18.9,16.64,16.78668048
04-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,4,7.2,24,15.6,14.74,17.7557045
03-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,3,9.5,25.1,17.3,14.94,15.73235029
02-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,2,7.8,24.8,16.3,14.86,15.29307454
01-10-2024,65034,WPM,Wellington (D&j Rural),2024,10,1,4.8,23.2,14,13.75,15.19467888
30-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,30,10.7,21.8,16.25,13.74,13.4083636
29-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,29,6.8,23.4,15.1,14.53,15.74351718
28-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,28,7.5,22.5,15,12.21,14.50483602
27-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,27,9,19.8,14.4,11.37,12.2868852
26-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,26,13.3,17,15.15,13.62,10.95424487
25-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,25,13.5,26.4,19.95,16.8,16.36981099
24-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,24,6.4,28.5,17.45,15.8,18.47518692
23-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,23,2.4,25.6,14,15.16,15.52980766
22-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,22,0.7,22.9,11.8,11.78,13.65040677
21-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,21,0,20.5,10.25,10.11,12.04179408
20-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,20,0.2,20.5,10.35,10.34,10.98005066
19-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,19,0,25,12.5,11.92,13.48376808
18-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,18,-0.5,22.2,10.85,11.26,12.18901978
17-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,17,0.2,20.5,10.35,9.55,10.93232689
16-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,16,-1.5,18.6,8.55,7.73,9.652293777
15-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,15,2.2,17,9.6,8.12,8.438628769
14-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,14,2.2,21.2,11.7,10.76,11.41065687
13-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,13,4.2,19.3,11.75,10.33,11.08704338
12-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,12,8.7,17.7,13.2,12.85,11.6161279
11-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,11,5.2,24.5,14.85,14.37,16.38244591
10-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,10,2.8,23,12.9,12.52,13.11923498
09-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,9,3.5,21,12.25,11.94,12.19703445
08-09-2024,65034,WPM,Wellington (D&j Rural),2024,9,8,12,18.5,15.25,12.27,12.68332952
